uid,node,webinar,url,time,time_period,all_visits,enrolment,all_enrol,purchased_entity,all_orders
10062,[],[],,,,,259.0,259.0,,
3918,[],[],,,,,,,,
16212,[],[],,,,,,,,
3924,[],[],,,,,,,276,276
16218,['/node/1400'],[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=84,1643809021.0,1643809.0,"[""'http://grmds.org/user/6300/dashboard'"", ""'http://grmds.org/table_update_usr/ajax/6300'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=84'"", ""'http://grmds.org/commerce_google_tag_manager'""]",,,,
10074,[],[],,,,,,,204,204
3930,[],[],http://grmds.org/user/login,1643019325.0,1643019.0,"[""'http://grmds.org/table_update_usr/ajax/6417'"", ""'http://grmds.org/history/1387/read'"", ""'http://grmds.org/node/1387'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/table_update_pro/ajax/1387'""]",201.0,201.0,249,249
10080,[],[],http://grmds.org/user/login,1642780900.0,1642780.0,"[""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/sampling_probability_theory_and_probability_distributions/1_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?page=8'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/inferential_statistics/3_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_4/29_1_title/29_1_1_project_file&page=6&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?page=3'"", ""'http://grmds.org/history/9527/read'"", ""'http://grmds.org/'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/form/data-science-application?page=5'"", ""'http://grmds.org/form/data-science-application?page=7'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/form/data-science-application?page=6'"", ""'http://grmds.org/form/data-science-application?page=2'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/data-science-application?page=4'"", ""'http://grmds.org/form/data-science-application'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/9527'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/descriptive_statistical_concepts/2_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/online-certification-registry'"", ""'http://grmds.org/user/dhananjaya-putera-susanta'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/python_r_programming_knowledge_/5_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/knowledge_of_technology_trends_and_techniques/formal_education/7_2_2_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?page=9'"", ""'http://grmds.org/table_update_usr/ajax/10080'"", ""'http://grmds.org/user/10080/dashboard'"", ""'http://grmds.org/form/data-science-application/confirmation?page=9&token=8fB5ytjeZXymrdVNtG0Hs8MIylKMrrKvrFG6QTLkAgc'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/knowledge_of_technology_trends_and_techniques/related_professional_memberships/7_2_5_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/knowledge_of_technology_trends_and_techniques/training_courses/7_2_4_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_4/29_1_title/29_1_1_project_file&page=6&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'""]",259.0,"['275', '259', '284']",208,208
3936,[],[],,,,,127.0,['127'],209,209
16224,[],[],,,,,171.0,171.0,,
1890,[],[],,,,,,,,
10086,[],[],http://grmds.org/user/login,1644683786.0,1644683.0,"[""'http://grmds.org/user/login'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/table_update_usr/ajax/10086'"", ""'http://grmds.org/user/10086/dashboard'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",259.0,"['275', '259']",,
16230,[],[],http://grmds.org/user/login,1643019325.0,1643019.0,"[""'http://grmds.org/table_update_usr/ajax/6417'"", ""'http://grmds.org/history/1387/read'"", ""'http://grmds.org/node/1387'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/table_update_pro/ajax/1387'""]",,,,
3942,[],[],,,,,,,,
10092,[],[],http://grmds.org/user/login?destination=/form/project-impactor-upskill-program,1642575040.0,1642575.0,"[""'http://grmds.org/projectimpactor-upskillprogram?utm_source=Email&utm_medium=email&utm_campaign=Upskill_promotion&utm_content=Upskill_01132022'"", ""'http://grmds.org/table_update_pro/ajax/1257'"", ""'http://grmds.org/form/project-impactor-upskill-program'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login?destination=/form/project-impactor-upskill-program'""]",259.0,"['275', '259']",,
3948,[],[],,,,,201.0,201.0,,
1902,[],['/webinar/ethics_and_bias_in_ai_systems_with_a_review_of_recruitment_systems'],http://grmds.org/user/login_status,1642420175.0,1642420.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/16926/dashboard'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_usr/ajax/16926'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",124.0,['124'],276,276
16242,[],[],,,,,,,,
10098,[],[],,,,,259.0,['259'],273,273
3954,[],[],,,,,127.0,['127'],239,239
16248,[],[],http://grmds.org/user/login,1643587602.0,1643587.0,"[""'http://grmds.org/s3/files/styles/thumbnail/s3/2022-01/MicrosoftTeams-image.png?itok=GJdoSNAw'"", ""'http://grmds.org/table_update_pro/ajax/47'"", ""'http://grmds.org/general-questions'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/user/16968/dashboard'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01282022'"", ""'http://grmds.org/'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/table_update_usr/ajax/679'"", ""'http://grmds.org/user/abhijeet-talaulikar'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01252022'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/node/add/projects'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_usr/ajax/16968'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/comp/nft'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=hpydbs5UOkWzY9S1_8NNtD1xoSvTYyRcd8Tf8KZSfKo'"", ""'http://grmds.org/node/add/projects?element_parents=field_banner_picture/widget/0&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/about'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/braceImpact?utm_source=Email&utm_medium=email&utm_campaign=DSC_email&utm_content=DSC_1102022'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/add'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/forum'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/vincent-chen'"", ""'http://grmds.org/user/679/dashboard'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/table_update_pro/ajax/9630'"", ""'http://grmds.org/history/9630/read'"", ""'http://grmds.org/history/47/read'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/node/9630/edit'"", ""'http://grmds.org/node/9630'"", ""'http://grmds.org/history/125/read'""]",,,,
1914,[],[],http://grmds.org/user/login,1642418162.0,1642418.0,"[""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/webform/css/im_data_2021_submissions?r5kbf5'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/im-data-2021'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16932        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/16932/dashboard'"", ""'http://grmds.org/table_update_usr/ajax/16932'""]",,,,
10110,[],[],http://grmds.org/user/login,1642846371.0,1642846.0,"[""'http://grmds.org/shop/data'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/table_update_pro/ajax/9609'"", ""'http://grmds.org/braceImpact'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/form/2022-nft-comp-non-hs?ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/table_update_usr/ajax/10512'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/1399'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/comp/nft'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/9609/read'"", ""'http://grmds.org/history/1399/read'"", ""'http://grmds.org/user/rafi-farras-kusuma'"", ""'http://grmds.org/user/10512/dashboard'"", ""'http://grmds.org/resources'"", ""'http://grmds.org/form/2022-nft-comp-non-hs?ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/comp/nft?utm_source=Email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=Judge-p-02032022'"", ""'http://grmds.org/Q4/SampleSoln'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=RHuH3b9NBLZ8y-TyHLN-rXSzY-g-icf-vAYMLH5ufAQ'"", ""'http://grmds.org/pi-upskillprogram'""]",259.0,['259'],,
3966,[],[],,,,,111.0,111.0,,
10116,[],[],http://grmds.org/user/login,1643958682.0,1643958.0,"[""'http://grmds.org/table_update_usr/ajax/10116'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10116        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/user/10116/dashboard'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10116        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10116        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10116        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10116        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",259.0,"['275', '259', '284']",250,250
16260,[],[],http://grmds.org/user/login,1643362242.0,1643362.0,"[""'http://grmds.org/search/node?keys=narasio'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/10026/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/table_update_usr/ajax/10026'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,,
1926,[],[],,,,,,,,
3972,[],[],http://grmds.org/user/login,1642423290.0,1642423.0,"[""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/membership-pricing'"", ""'http://grmds.org/user/login'""]",146.0,146.0,,
10122,[],[],http://grmds.org/user/login,1643238811.0,1643238.0,"[""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01252022'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/autologout_ajax_get_time_left?_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/history/9610/read'""]",259.0,"['273', '259']",,
3978,"['/node/376', '/node/989']",[],http://grmds.org/user/login_status,1642414044.0,1642414.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/user/16944/dashboard'""]",,,,
8076,"['/node/1006', '/node/1008', '/node/1004', '/node/1000', '/node/1001', '/node/1002', '/node/1003', '/node/1005']",[],http://grmds.org/user/login,1644366729.0,1644366.0,"[""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_one_of_your_professional_photos_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/ds-volunteer-application-form'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_one_of_your_professional_photos_here&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/history/1176/read'"", ""'http://grmds.org/career'"", ""'http://grmds.org/user/login?destination=/ds-volunteer-application-form'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/table_update_pro/ajax/1176'""]",,,,
1932,[],[],,,,,78.0,78.0,,
6030,"['/node/997', '/node/376']",[],,,,,,,,
16272,[],[],http://grmds.org/user/login,1644268613.0,1644268.0,"[""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/quickedit/attachments?_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/comp/nft?utm_source=Email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=02152022-newsletter'"", ""'http://grmds.org/table_update_usr/ajax/2862'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/quickedit/metadata'"", ""'http://grmds.org/contextual/render'"", ""'http://grmds.org/user/2862/dashboard'"", ""'http://grmds.org/history/9610/read'""]",210.0,['210'],,
10128,[],[],http://grmds.org/user/login_status,1642414044.0,1642414.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/user/16944/dashboard'""]",259.0,['259'],,
8082,"['/node/1020', '/node/1018']",[],http://grmds.org/user/login,1642780900.0,1642780.0,"[""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/sampling_probability_theory_and_probability_distributions/1_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?page=8'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/inferential_statistics/3_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_4/29_1_title/29_1_1_project_file&page=6&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?page=3'"", ""'http://grmds.org/history/9527/read'"", ""'http://grmds.org/'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/form/data-science-application?page=5'"", ""'http://grmds.org/form/data-science-application?page=7'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/form/data-science-application?page=6'"", ""'http://grmds.org/form/data-science-application?page=2'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/data-science-application?page=4'"", ""'http://grmds.org/form/data-science-application'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/9527'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/descriptive_statistical_concepts/2_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/online-certification-registry'"", ""'http://grmds.org/user/dhananjaya-putera-susanta'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/demonstrate_knowledge_of_data_science_fundamentals_/python_r_programming_knowledge_/5_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/knowledge_of_technology_trends_and_techniques/formal_education/7_2_2_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?page=9'"", ""'http://grmds.org/table_update_usr/ajax/10080'"", ""'http://grmds.org/user/10080/dashboard'"", ""'http://grmds.org/form/data-science-application/confirmation?page=9&token=8fB5ytjeZXymrdVNtG0Hs8MIylKMrrKvrFG6QTLkAgc'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/knowledge_of_technology_trends_and_techniques/related_professional_memberships/7_2_5_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_1/knowledge_of_technology_trends_and_techniques/training_courses/7_2_4_file&page=3&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/form/data-science-application?element_parents=elements/section_4/29_1_title/29_1_1_project_file&page=6&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10080        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'""]",,,220,220
10134,[],[],,,,,78.0,['78'],,
16278,[],[],,,,,,,232,232
1944,[],[],http://grmds.org/user/login,1643362242.0,1643362.0,"[""'http://grmds.org/search/node?keys=narasio'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/10026/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/table_update_usr/ajax/10026'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,242,242
